PlayerID,PlayerName,SeasonYear,Team,Role,ModelVersion,MappingVersion,G,GS,IP,BF,Confidence,IncompleteSeason,AsOfDate,ControlScore,HRSuppressionScore,StaminaScore,StuffScore,ControlRatingRaw,HRSuppressionRatingRaw,StaminaRatingRaw,StuffRatingRaw,ControlRatingDisplay,HRSuppressionRatingDisplay,StaminaRatingDisplay,StuffRatingDisplay
1149,張志強,2006,統一7-ELEVEn獅,Swingman,B_Role-v0.1,B_QuadraticTanh-v1,24,4,52.3333333333,235,Regular,False,2026-08-11,-0.885413683483,1.27683767007,-0.683078360031,1.08991284311,57.6389871318,74.7689223784,59.4751874248,73.2863223854,58,75,59,73
1149,張志強,2007,統一7-ELEVEn獅,Swingman,B_Role-v0.1,B_QuadraticTanh-v1,22,12,78.6666666667,369,Regular,False,2026-08-11,-0.905789078747,0.498899754843,0.47380496905,-0.468365910075,57.4501647206,68.6957406989,68.5053011402,61.3341461418,57,69,69,61
1149,張志強,2008,統一7-ELEVEn獅,Swingman,B_Role-v0.1,B_QuadraticTanh-v1,30,13,111.333333333,487,Regular,False,2026-08-11,0.0177778601188,0.733738354273,1.32305109564,-0.359731795614,65.12814247,70.4975851937,75.1368020601,62.2345379805,65,70,75,62
1149,張志強,2009,統一7-ELEVEn獅,Swingman,B_Role-v0.1,B_QuadraticTanh-v1,32,2,48,226,Regular,False,2026-08-11,-1.68540867699,0.108062952052,-0.98719545078,-0.798733299875,49.9374482026,65.7832290714,56.6895011151,58.4346284611,50,66,57,58
1149,張志強,2011,統一7-ELEVEn獅,RP,B_Role-v0.1,B_QuadraticTanh-v1,37,0,43.6666666667,194,Regular,False,2026-08-11,0.707532383298,0.846351267297,0.131471965862,-0.968721697245,70.2948637601,71.3729423665,65.9542332838,56.8629619299,70,71,66,57
1149,張志強,2012,統一7-ELEVEn獅,RP,B_Role-v0.1,B_QuadraticTanh-v1,21,0,22.6666666667,90,Provisional,False,2026-08-11,0.341777870411,-0.368933007476,-1.29402384961,-0.869329398519,67.5107558838,62.1593879617,53.7518945554,57.7875748301,68,62,54,58
1188,王國進,2004,中信,Swingman,B_Role-v0.1,B_QuadraticTanh-v1,53,9,128.666666667,522,Regular,False,2026-08-11,1.11338613552,1.16337336503,0.381627375557,1.39326577581,73.4719365088,73.8677949453,67.8095955201,75.6964770761,73,74,68,76
1188,王國進,2005,中信,Swingman,B_Role-v0.1,B_QuadraticTanh-v1,14,9,53,223,Regular,False,2026-08-11,1.34380175647,-0.419474705401,0.18730608804,-1.08655016454,75.3021193845,61.7428910587,66.3639735035,55.7489527284,75,62,66,56
1188,王國進,2008,興農,RP,B_Role-v0.1,B_QuadraticTanh-v1,26,0,37,174,Regular,False,2026-08-11,0.682686620096,-2.7550055275,-0.427949086237,-0.857059616185,70.1030263289,40.4457503532,61.6724504523,57.9006400448,70,40,62,58
1189,達威,2004,中信,RP,B_Role-v0.1,B_QuadraticTanh-v1,42,0,67,251,Qualified,False,2026-08-11,0.817409814974,0.524779869921,0.835252702801,1.25809536408,71.1473482294,68.8925896109,71.2863813833,74.619853307,71,69,71,75
